mtop: 87.5% within the range, 0% underflow, 12.5% overflow
CuH_22r_corr: 100% within the range, 0% underflow, 0% overflow
  [min, max]=[-5.264214651e-12, 5.354061999e-10]
CuH_33r_corr: 100% within the range, 0% underflow, 0% overflow
  [min, max]=[-2.812726096e-10, 2.530256991e-11]
CdH_33r_corr: 100% within the range, 0% underflow, 0% overflow
  [min, max]=[-3.339597285e-11, 4.580354126e-10]
CLL_1221_corr: 100% within the range, 0% underflow, 0% overflow
  [min, max]=[-3.991660147e-13, 8.924164885e-11]
CH_corr: 100% within the range, 0% underflow, 0% overflow
  [min, max]=[2.129088821, 2.129088821]
LogLikelihood: 41.0864% within the range, 0% underflow, 58.9136% overflow
